epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.8775780395850823,0.19209809264305178,1.6473160471235002,0.1989795918367347
2,1.8016766085611702,0.23433242506811988,1.5959132398877824,0.33163265306122447
3,1.7175036818195104,0.24795640326975477,1.536406964671855,0.30612244897959184
4,1.745279352736408,0.25340599455040874,1.4612743513924735,0.41836734693877553
5,1.6228417187360717,0.2683923705722071,1.4417667388916016,0.3877551020408163
6,1.6185764730463885,0.29836512261580383,1.3825771273398886,0.46938775510204084
7,1.543386603246268,0.3337874659400545,1.3475470056339187,0.4642857142857143
8,1.5414583150307555,0.33651226158038144,1.335125030303488,0.4744897959183674
9,1.472605147543655,0.35967302452316074,1.3041262140079422,0.5459183673469388
10,1.4619793911395995,0.37057220708446864,1.247144020333582,0.5459183673469388
11,1.4260952297283453,0.3923705722070845,1.2255834462691326,0.576530612244898
12,1.4025895209013604,0.4141689373297003,1.1812933805037518,0.6122448979591837
13,1.3479612607722062,0.4318801089918256,1.1663130497445866,0.5969387755102041
14,1.3594632642470523,0.45776566757493187,1.1478759220668249,0.6275510204081632
15,1.319572330820463,0.4659400544959128,1.0978295803070068,0.6581632653061225
16,1.294203321355565,0.4645776566757493,1.0640633568471791,0.6683673469387755
17,1.2597449806795458,0.5081743869209809,1.0683834650078599,0.6836734693877551
18,1.2468425254730828,0.502724795640327,1.0309758526938302,0.7295918367346939
19,1.2233962863277674,0.5149863760217984,0.9942843889703556,0.7091836734693877
20,1.18835644631035,0.5408719346049047,0.9549975054604667,0.7397959183673469
21,1.1710643989188794,0.55858310626703,0.9342797799986235,0.75
22,1.1483278784505029,0.5667574931880109,0.9756887105046487,0.7448979591836735
23,1.1532101506108483,0.5381471389645777,0.9043924492232653,0.7602040816326531
24,1.1279631664707486,0.5790190735694822,0.8830523442248909,0.7602040816326531
25,1.0620224579803301,0.6021798365122616,0.8750803908523248,0.7755102040816326
26,1.0255845853353391,0.6253405994550408,0.8778847115380424,0.7653061224489796
27,1.0746288510694166,0.5926430517711172,0.8858584043930988,0.7704081632653061
28,1.0713591879330149,0.6062670299727521,0.9077298203293158,0.7142857142857143
29,1.0517433011239492,0.6021798365122616,0.8138850221828539,0.8061224489795918
30,1.012319612243195,0.6226158038147139,0.8796534343641631,0.7397959183673469
31,1.0208314244688694,0.6198910081743869,0.791013951204261,0.8214285714285714
32,1.0037233004453072,0.6307901907356949,0.8100237067864866,0.8010204081632653
33,0.9935281804536928,0.6294277929155313,0.7673154071885713,0.8010204081632653
34,0.9707218848716985,0.6280653950953679,0.7984086980625075,0.7551020408163265
35,0.9925062061980245,0.6362397820163488,0.7442977428436279,0.8316326530612245
36,0.9953610188954533,0.6348773841961853,0.6995537864918612,0.8673469387755102
37,0.9405376628569101,0.6689373297002725,0.757939482221798,0.7908163265306123
38,0.9281874708323777,0.6648501362397821,0.7670369951092467,0.7653061224489796
39,0.9216758350585397,0.6852861035422343,0.7073309567509866,0.8316326530612245
40,0.9103626483792505,0.6580381471389646,0.714412192909085,0.8214285714285714
41,0.9551549061767411,0.6539509536784741,0.7239345628388074,0.8316326530612245
42,0.9094020730792989,0.6757493188010899,0.7256961185104993,0.8163265306122449
43,0.8536573924550568,0.6880108991825613,0.69086690824859,0.8214285714285714
44,0.870251889124878,0.6920980926430518,0.7553989449325873,0.7857142857142857
45,0.8618933345706327,0.6743869209809265,0.6737152848924909,0.8367346938775511
46,0.8593883394220544,0.6989100817438693,0.7006940111822012,0.8163265306122449
47,0.8317772484605254,0.7084468664850136,0.6858142006153963,0.8622448979591837
48,0.836953515577706,0.7070844686648501,0.681953172294461,0.8163265306122449
49,0.8870965315470578,0.6825613079019074,0.6138514937186728,0.8673469387755102
50,0.8345503854166909,0.7111716621253406,0.654920295793183,0.8214285714285714
