epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6279362423868204,0.2452316076294278,1.3728277221017955,0.4897959183673469
2,1.452744121772392,0.36239782016348776,1.2148052429666325,0.5969387755102041
3,1.3291537924098709,0.44550408719346046,1.11760882942044,0.6173469387755102
4,1.1604906547946565,0.5572207084468664,0.9669298201191182,0.7857142857142857
5,1.1078796247045741,0.5722070844686649,0.9398282109474649,0.7551020408163265
6,1.0286919450240175,0.6198910081743869,0.8724111294259831,0.7653061224489796
7,0.9898673195280236,0.6376021798365122,0.801321479738975,0.8112244897959183
8,0.921674066895685,0.670299727520436,0.8215088698328757,0.7397959183673469
9,0.8627830683697797,0.7111716621253406,0.7372680294270418,0.8112244897959183
10,0.8253994293368805,0.715258855585831,0.6882737023489816,0.8418367346938775
11,0.8045349429673655,0.7247956403269755,0.7224023816536884,0.7857142857142857
12,0.7802002283792729,0.7193460490463215,0.7062153524282028,0.8061224489795918
13,0.7814903657183011,0.7356948228882834,0.6212516268905328,0.8316326530612245
14,0.7303427763141144,0.7547683923705722,0.6192372526441302,0.8418367346938775
15,0.7338901102055646,0.773841961852861,0.6149103592853157,0.8163265306122449
16,0.7294119680934771,0.7343324250681199,0.5282648169264501,0.8622448979591837
17,0.7042615507863847,0.7534059945504087,0.54335254552413,0.8469387755102041
18,0.7036582398804397,0.7479564032697548,0.6057638221857499,0.826530612244898
19,0.6556951879480554,0.7806539509536785,0.5893447764065801,0.8214285714285714
20,0.6744962805623255,0.7670299727520435,0.5664177220694873,0.8367346938775511
21,0.6286583628901344,0.7888283378746594,0.5591581402992716,0.826530612244898
22,0.6396287799855994,0.7629427792915532,0.48951486057164717,0.8673469387755102
23,0.6550014569583965,0.7779291553133515,0.4935936635854293,0.8673469387755102
24,0.6365681456285212,0.7901907356948229,0.5687185063654062,0.8367346938775511
25,0.6431164083753684,0.7656675749318801,0.49051471145785586,0.8571428571428571
26,0.6219038524809585,0.773841961852861,0.4614678207708865,0.8571428571428571
27,0.6100974237236729,0.7697547683923706,0.4871207986559187,0.8418367346938775
28,0.5861085984622425,0.7929155313351499,0.45618060900240526,0.8622448979591837
29,0.6073450238243435,0.7833787465940054,0.5887831108910697,0.8112244897959183
30,0.5997954069431212,0.782016348773842,0.41773403420740246,0.8826530612244898
31,0.5889986480614146,0.7901907356948229,0.45010894658614176,0.8673469387755102
32,0.591157560290043,0.7833787465940054,0.46554319590938337,0.8418367346938775
33,0.5562464313058827,0.7983651226158038,0.48469549052569333,0.8673469387755102
34,0.5641965785695682,0.7997275204359673,0.4814893043771082,0.8520408163265306
35,0.5974038394335505,0.7915531335149864,0.47518216833776356,0.8520408163265306
36,0.5746902755235781,0.8038147138964578,0.44680087724510503,0.8673469387755102
37,0.5392298790999265,0.8038147138964578,0.4368835213233013,0.8775510204081632
38,0.5488845710046285,0.8038147138964578,0.3870525141151584,0.8928571428571429
39,0.5473746223735549,0.8051771117166212,0.45752714361463276,0.8826530612244898
40,0.5112589219285617,0.8242506811989101,0.44884364823905787,0.8928571428571429
41,0.5646722781235906,0.7956403269754768,0.4683410391515615,0.8112244897959183
42,0.5498799758808489,0.7983651226158038,0.446968674659729,0.8520408163265306
43,0.5030079146172111,0.8392370572207084,0.4453213287859547,0.8673469387755102
44,0.5168842035028525,0.8215258855585831,0.45901484635411477,0.8367346938775511
45,0.5172561951164328,0.8147138964577657,0.45798755482751496,0.8826530612244898
46,0.5277011312483442,0.8215258855585831,0.3665073416670974,0.9132653061224489
47,0.515118389428474,0.8147138964577657,0.412898989356294,0.8775510204081632
48,0.5649323875962551,0.7901907356948229,0.45718605664311623,0.8571428571428571
49,0.520439935477618,0.8065395095367848,0.40101467346658515,0.8571428571428571
50,0.5160943566940785,0.8215258855585831,0.41083358015332905,0.8775510204081632
